timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target
168,1.0,-1.4,-0.22755174,0.0025,28.0,20.428572,0.0,3.0,1144.0,2696.0,1.0,22.755175,70.0
169,1.0,-1.4,-0.23872116,0.0028,28.0,23.053572,0.0,5.0,1291.0,2696.0,1.0,23.872116,50.0
170,1.0,-1.4,-0.24906124,0.0023,28.0,24.535715,0.0,2.0,1374.0,2696.0,1.0,24.906124,30.0
171,1.0,-2.35,-0.6267895,0.0128,47.0,66.833336,0.0,35.0,5213.0,3642.0,1.0,62.67895,90.0
172,1.0,-2.35,-0.31609198,0.0027,47.0,11.855556,0.0,4.0,1067.0,4161.0,1.0,31.6092,50.0
173,1.0,-2.35,-0.3120817,0.0026,47.0,11.311111,0.0,4.0,1018.0,4163.0,1.0,31.208168,50.0
174,1.0,-2.35,-0.33044204,0.0026,47.0,13.755555,0.0,4.0,1238.0,4163.0,1.0,33.044205,10.0
175,1.0,-2.35,-0.38790944,0.0029,47.0,22.2,0.0,5.0,1998.0,4163.0,1.0,38.790943,10.0
176,1.0,-2.35,-0.46739826,0.0038,47.0,35.988888,0.0,9.0,3239.0,4215.0,1.0,46.739826,10.0
177,1.0,-1.6,-0.33775502,0.0036,32.0,37.390625,0.0,8.0,2393.0,3080.0,1.0,33.7755,30.0
178,1.0,-1.6,-0.3849475,0.0033,32.0,41.71875,0.0,7.0,2670.0,3080.0,1.0,38.49475,10.0
179,1.0,-1.6,-0.4361775,0.0039,32.0,56.59375,0.0,10.0,3622.0,3080.0,1.0,43.61775,30.0
180,1.0,-1.8,-0.3674725,0.0031,36.0,34.444443,0.0,6.0,2480.0,3425.0,1.0,36.74725,10.0
181,1.0,-2.25,-0.63783646,0.0168,45.0,59.355556,0.0,47.0,5342.0,4204.0,1.0,63.783646,90.0
182,1.0,-2.25,-0.3027306,0.0031,45.0,11.322222,0.0,6.0,1019.0,4206.0,1.0,30.27306,30.0
183,1.0,-2.25,-0.3370943,0.0037,45.0,16.155556,0.0,9.0,1454.0,4246.0,1.0,33.70943,10.0
184,1.0,-2.25,-0.3151143,0.003,45.0,12.966666,0.0,6.0,1167.0,4247.0,1.0,31.511429,70.0
185,1.0,-2.25,-0.4034814,0.0037,45.0,25.744444,0.0,9.0,2317.0,4261.0,1.0,40.34814,50.0
186,1.0,-2.25,-0.56065047,0.005,45.0,48.044445,0.0,13.0,4324.0,4333.0,1.0,56.06505,90.0
187,1.0,-2.25,-0.6052166,0.0098,45.0,54.533333,0.0,27.0,4908.0,4334.0,1.0,60.521664,70.0
188,1.0,-2.25,-0.5871563,0.0092,45.0,53.077778,0.0,25.0,4777.0,4334.0,1.0,58.71563,90.0
189,1.0,-2.25,-0.5448139,0.0068,45.0,46.622223,0.0,18.0,4196.0,4334.0,1.0,54.481388,10.0
190,1.0,-2.25,-0.44034806,0.0043,45.0,31.1,0.0,11.0,2799.0,4333.0,1.0,44.034805,50.0
191,1.0,-2.5,-0.6439593,0.0148,50.0,56.3,0.0,42.0,5067.0,4334.0,1.0,64.39593,50.0
192,1.0,-2.5,-0.6131745,0.0077,50.0,52.3,0.0,20.0,4707.0,4334.0,1.0,61.317448,50.0
193,1.0,-2.5,-0.61393905,0.0073,50.0,52.38889,0.0,19.0,4715.0,4334.0,1.0,61.393906,30.0
194,1.0,-2.5,-0.568399,0.0065,50.0,44.711113,0.0,17.0,4024.0,4335.0,1.0,56.8399,10.0
195,1.0,-2.5,-0.4757245,0.0047,50.0,32.466667,0.0,12.0,2922.0,4334.0,1.0,47.57245,30.0
196,1.0,-2.5,-0.620062,0.0093,50.0,53.4,0.0,25.0,4806.0,4334.0,1.0,62.0062,10.0
197,1.0,-2.5,-0.6371791,0.0177,50.0,55.666668,0.0,66.0,5010.0,4334.0,1.0,63.717907,90.0
198,1.0,-2.5,-0.63618314,0.0163,50.0,55.344444,0.0,46.0,4981.0,4334.0,1.0,63.618317,10.0
199,1.0,-2.5,-0.640634,0.0175,50.0,56.3,0.0,117.0,5067.0,4334.0,1.0,64.0634,70.0
200,1.0,-2.5,-0.640102,0.0175,50.0,56.177776,0.0,84.0,5056.0,4334.0,1.0,64.0102,30.0
201,1.0,-2.5,-0.6376459,0.0176,50.0,56.211113,0.0,71.0,5059.0,4334.0,1.0,63.764587,10.0
202,1.0,-2.5,-0.6147877,0.009,50.0,52.788887,0.0,24.0,4751.0,4334.0,1.0,61.47877,10.0
203,1.0,-2.5,-0.61346453,0.0089,50.0,52.855556,0.0,24.0,4757.0,4334.0,1.0,61.346455,50.0
204,1.0,-2.5,-0.6116132,0.009,50.0,52.244446,0.0,24.0,4702.0,4335.0,1.0,61.16132,90.0
205,1.0,-2.5,-0.6171493,0.0086,50.0,53.566666,0.0,23.0,4821.0,4335.0,1.0,61.714928,70.0
206,1.0,-2.5,-0.63742703,0.0129,50.0,55.433334,0.0,36.0,4989.0,4334.0,1.0,63.742702,30.0
207,1.0,-2.5,-0.6386391,0.0177,50.0,55.944443,0.0,90.0,5035.0,4336.0,1.0,63.863907,30.0
208,1.0,-2.5,-0.6322055,0.0176,50.0,55.422222,0.0,53.0,4988.0,4334.0,1.0,63.22055,30.0
209,1.0,-2.5,-0.6346741,0.0177,50.0,55.666668,0.0,96.0,5010.0,4334.0,1.0,63.467407,50.0
210,1.0,-2.5,-0.6219456,0.0092,50.0,52.877777,0.0,25.0,4759.0,4335.0,1.0,62.19456,10.0
211,1.0,-2.5,-0.6387492,0.0176,50.0,55.577778,0.0,54.0,5002.0,4335.0,1.0,63.87492,50.0
212,1.0,-2.5,-0.6338432,0.0178,50.0,55.41111,0.0,112.0,4987.0,4334.0,1.0,63.384315,70.0
213,1.0,-2.5,-0.6303665,0.0177,50.0,55.155556,0.0,82.0,4964.0,4334.0,1.0,63.03665,90.0
214,1.0,-2.5,-0.63325065,0.0176,50.0,56.1,0.0,118.0,5049.0,4334.0,1.0,63.325066,30.0
215,1.0,-2.5,-0.63113874,0.0176,50.0,55.2,0.0,91.0,4968.0,4334.0,1.0,63.113876,10.0
216,1.0,-2.5,-0.6218774,0.0099,50.0,53.466667,0.0,27.0,4812.0,4334.0,1.0,62.187737,30.0
